driver_id,persona_type,driver_age,years_licensed,vehicle_age,vehicle_make,vehicle_model,prior_at_fault_accidents,prior_claims,prior_violations,data_source,account_created_date,policy_start_date,hard_brake_rate_base,rapid_accel_rate_base,harsh_corner_rate_base,speeding_rate_base,phone_usage_pct_base,night_driving_pct_base,avg_speed_multiplier,jerk_rate_multiplier,calculated_claim_probability
driver_000166,safe_driver,32,8,8,Honda,CX-5,0,2,0,phone_only,2024-03-12 11:51:14.818680,2024-07-07 11:51:14.818680,0.456678963619518,0.2192863718984461,0.1402836142634681,0.1493357751858703,0.02193594490482987,0.08581674972504313,0.8789447948575237,0.7067749940852127,0.020071270639001798
driver_000167,safe_driver,53,16,6,Subaru,Camry,0,0,1,phone_only,2024-04-20 11:51:14.818680,2024-10-18 11:51:14.818680,0.14641573361624402,0.0801637155157908,0.04760006282302943,0.06635517914988821,3.599143621247358e-05,0.06855342900971499,0.9457039093665306,0.6137130708999732,0.0200019702627197
driver_000168,safe_driver,34,1,4,Subaru,Accord,0,2,0,phone_only,2025-07-21 11:51:14.818680,2025-04-25 11:51:14.818680,0.1667799788316049,0.009011996667569074,0.12118126885975906,0.07337869204585729,0.024495481895588846,0.05490856272455605,0.943595572599747,0.6770902736245212,0.020075594517627353
driver_000169,safe_driver,34,10,2,Toyota,Camry,0,0,1,phone_plus_device,2023-10-14 11:51:14.818680,2024-05-20 11:51:14.818680,0.3576304547375315,0.10890627777983396,0.1495585415173496,0.1791197634605422,0.04110132581333393,0.11169333254234168,0.9691374365707119,0.5174900073341495,0.020127955000568142
driver_000170,average_driver,46,6,10,Chevrolet,Altima,0,1,1,phone_plus_device,2025-07-13 11:51:14.818680,2024-06-11 11:51:14.818680,1.6509732080433228,0.992807322434783,0.740288201504798,0.7627555505484855,0.09270749902935625,0.2049965466570535,0.9656153595076605,1.1169846391093627,0.08119683504988716
driver_000171,safe_driver,58,29,7,Hyundai,Outback,4,3,2,phone_plus_device,2024-09-21 11:51:14.818680,2024-03-28 11:51:14.818680,0.34340463544449273,0.2409072142882791,0.0628789694120927,0.046796547191490546,0.02728131197911804,0.12445783485031807,0.9062594612304585,0.6650716116863793,0.02892320461666793
driver_000172,average_driver,27,1,7,Toyota,Forte,0,0,0,phone_plus_device,2023-12-07 11:51:14.818680,2024-08-15 11:51:14.818680,0.7709389982232651,1.3105403985458073,0.7631442067916754,0.6710704599923468,0.14076556421470943,0.22307893619562771,1.039284680383937,0.9201573015373099,0.08205040746461675
driver_000173,safe_driver,32,6,3,Hyundai,Accord,0,0,0,phone_only,2025-04-11 11:51:14.818680,2024-12-07 11:51:14.818680,0.42967490325401686,0.25074814790399785,0.0435731720893248,0.12545850313864526,0.030115081715827125,0.08824869621852632,0.8517151571443905,0.7332255854432143,0.02009539474519886
driver_000174,safe_driver,38,5,8,Toyota,Camry,0,0,0,phone_only,2025-04-04 11:51:14.818680,2025-03-03 11:51:14.818680,0.21599193861181074,0.11833985488311324,0.026447448910636842,0.016515042099037872,0.028572029525531468,0.05850789874682354,0.8573966647105132,0.6197573898640826,0.02008797509821531
driver_000175,safe_driver,31,13,5,Mazda,Accord,0,2,2,phone_only,2024-10-14 11:51:14.818680,2025-03-25 11:51:14.818680,0.2000816268460791,0.125007848832211,0.13268920654147753,0.11162138794663282,0.005626493570114505,0.06904897415692982,0.9120373078698746,0.6095802933312383,0.020019550025306487
driver_000176,risky_driver,35,7,6,BMW,Challenger,0,1,3,phone_plus_device,2024-01-15 11:51:14.818680,2024-07-23 11:51:14.818680,7.1203785880239705,5.094569663830481,3.2590130837221163,0.9935380732843762,0.3234488062640294,0.2545496230302404,1.122255598463294,1.5600492565106767,0.21292022630038626
driver_000177,safe_driver,54,18,6,Honda,Elantra,2,2,0,phone_plus_device,2023-12-29 11:51:14.818680,2024-03-31 11:51:14.818680,0.329479283543602,0.011761885225093157,0.030714315419526256,0.05121711813359915,0.03945942472537111,0.1154757871815387,0.9426947164587096,0.5159255745968837,0.02817077251760849
driver_000178,safe_driver,46,29,7,Hyundai,CX-5,1,0,2,phone_only,2024-05-11 11:51:14.818680,2024-12-15 11:51:14.818680,0.36291360849835247,0.005028856216046365,0.12487340154041983,0.06484953959683076,0.015116310580151067,0.07758782789997223,0.9993991616870213,0.7935763474581796,0.02405924059807562
driver_000179,average_driver,35,14,8,Toyota,Civic,2,3,2,phone_only,2024-10-24 11:51:14.818680,2025-05-27 11:51:14.818680,1.2204841724454292,0.4435790985579805,0.23032534521123163,0.5674258060732711,0.12194405057906156,0.16455228308370673,0.977620282379088,1.1358090039480868,0.11413607267046924
driver_000180,average_driver,29,3,5,Honda,Civic,0,0,0,phone_plus_device,2024-09-03 11:51:14.818680,2024-04-21 11:51:14.818680,1.0371145816442322,1.123843484425265,0.5802872723293079,0.6008299599350964,0.11047117596027514,0.2352129432465585,1.056802869196499,0.9495837604522004,0.0818359815673995
driver_000181,risky_driver,32,15,6,Dodge,A4,2,2,3,phone_only,2024-12-21 11:51:14.818680,2025-04-30 11:51:14.818680,3.460641919314074,4.690892321857982,1.6689361878513693,1.8865646360286266,0.19426955045592634,0.3734118722229345,1.2909398138308936,1.5514281622596324,0.29694859720454436
driver_000182,safe_driver,48,15,3,Mazda,Elantra,0,0,0,phone_only,2023-09-27 11:51:14.818680,2024-07-26 11:51:14.818680,0.24814991621419624,0.21192986788002904,0.10718017646681674,0.09919034384259394,0.03153242765463602,0.08980398914545593,0.8573943173771914,0.5873538086702389,0.020097673924189104
driver_000183,safe_driver,35,4,8,Mazda,Accord,0,2,0,phone_only,2025-03-19 11:51:14.818680,2025-04-23 11:51:14.818680,0.48004401673425195,0.28127578466896175,0.18474430180177462,0.018877352978713416,0.01620373900671207,0.06639940270660424,0.9472864645427046,0.713440923682942,0.02005352492130535
driver_000184,safe_driver,56,20,5,Mazda,Camry,3,3,1,phone_plus_device,2024-01-26 11:51:14.818680,2024-10-08 11:51:14.818680,0.2629402942767074,0.24025255743708043,0.19018819216684402,0.11789475844847432,0.032976517030102195,0.06788667646732686,0.8725134601765767,0.7606455612434612,0.025730900892907225
driver_000185,average_driver,34,11,3,Ford,Forte,1,1,1,phone_only,2024-07-25 11:51:14.818680,2025-04-14 11:51:14.818680,1.4266622635140551,1.3775312141352996,0.2553012590761112,0.3401435479818616,0.11532768782155202,0.2166996542946195,0.9555081577733617,1.141531714893675,0.09773899462746088
driver_000186,safe_driver,47,11,7,Toyota,CX-5,0,0,1,phone_plus_device,2025-02-21 11:51:14.818680,2024-12-14 11:51:14.818680,0.22827006332473385,0.11487467412046085,0.07873782887129681,0.014060105597892296,0.021366191969554735,0.0634545789078051,0.9325706624220228,0.5878498140070219,0.0200664656371755
driver_000187,safe_driver,41,20,4,Subaru,CX-5,3,2,1,phone_only,2024-06-26 11:51:14.818680,2024-04-11 11:51:14.818680,0.4389208039291022,0.07786281924477916,0.11497657053843117,0.12459251583996438,0.04635526840750617,0.12291847439993739,0.9421434971272584,0.6489190776341538,0.03223072410937096
driver_000188,safe_driver,60,3,3,Hyundai,CX-5,0,0,0,phone_plus_device,2025-08-10 11:51:14.819682,2025-06-30 11:51:14.819682,0.23233829325538197,0.11831834857304527,0.11330887802690699,0.19122022846298564,0.04160213849530708,0.14222797652518224,0.8791023369847031,0.7501475900514503,0.0161026216958314
driver_000189,safe_driver,51,23,2,Mazda,Elantra,2,2,0,phone_only,2025-06-05 11:51:14.819682,2025-05-30 11:51:14.819682,0.4322557683862563,0.2826455184277295,0.011377896748619637,0.10582783843689145,0.028247132049860114,0.051871843046145484,0.951729643697481,0.6665531624910656,0.028125578489209692
driver_000190,risky_driver,22,1,11,Mercedes,Camaro,0,1,0,phone_only,2025-01-09 11:51:14.819682,2025-06-16 11:51:14.819682,4.919587241603279,1.701049771221761,2.5828900580919685,3.165549130260394,0.19755291964880356,0.35472559230083034,1.284727353578019,1.7859528534047548,0.2759939342329006
driver_000191,safe_driver,32,2,5,Subaru,Outback,1,1,0,phone_only,2024-07-16 11:51:14.819682,2025-08-07 11:51:14.819682,0.11079931524430212,0.1123995690950142,0.16719513160298619,0.022394755573679915,0.015549065892524028,0.13718750930359652,0.8566044945497651,0.7544372072688212,0.024057467471236153
driver_000192,safe_driver,62,7,4,Hyundai,Elantra,0,0,0,phone_plus_device,2025-06-28 11:51:14.819682,2025-02-03 11:51:14.819682,0.18137095642111295,0.08503562163279785,0.06539947246356988,0.09039244230149865,0.005882541936879682,0.05152567174903903,0.8723981084199578,0.5820910657520452,0.016016002952022927
driver_000193,average_driver,44,19,12,Chevrolet,Altima,1,0,3,phone_only,2023-10-28 11:51:14.819682,2024-07-20 11:51:14.819682,0.9433843545147247,0.7789357207456278,0.28453756669396957,0.5395695226898134,0.1175495937842548,0.19264657452100273,0.9658890378291901,0.8215199502888906,0.09775353620176343
driver_000194,risky_driver,33,1,4,Ford,Mustang,0,2,1,phone_plus_device,2025-02-06 11:51:14.819682,2025-06-11 11:51:14.819682,2.762011780413556,5.3368167244072,1.7119779832935638,2.367797225475644,0.195838267914233,0.42215831858277897,1.2834528843539665,1.4642623650358837,0.2119624747360762
driver_000195,safe_driver,34,10,8,Toyota,Accord,0,0,0,phone_plus_device,2024-01-30 11:51:14.819682,2025-04-20 11:51:14.819682,0.4432286747838705,0.08562813338308164,0.0705060767822645,0.11622637576295712,0.0253974832977847,0.06069812947949002,0.9108528973358343,0.7142819258498202,0.02008132209489577
driver_000196,safe_driver,50,7,8,Honda,Camry,0,0,1,phone_plus_device,2024-01-15 11:51:14.819682,2024-03-26 11:51:14.819682,0.24143201285256552,0.21224129818066217,0.03528226203740273,0.1364943452089305,0.03696835224735113,0.06143228604805703,0.9567863232353944,0.7510244581549548,0.02011413834294183
driver_000197,average_driver,34,13,11,Toyota,F-150,2,3,0,phone_plus_device,2024-01-16 11:51:14.819682,2025-03-17 11:51:14.819682,0.5866534032378108,0.5558565965909296,0.3082071443857552,0.6583635385891002,0.12549885111759068,0.2160881393769506,1.0714759051801834,1.102831086953656,0.11496388444227147
driver_000198,average_driver,25,4,8,Chevrolet,Silverado,0,0,0,phone_plus_device,2024-11-28 11:51:14.819682,2025-07-02 11:51:14.819682,1.7012783701549443,0.3585630387992684,0.8807495731572312,0.9318800527213719,0.05008433141064206,0.16096983169112192,1.0340045386784746,1.1914784919001002,0.080963464542427
driver_000199,safe_driver,38,5,1,Toyota,Camry,1,0,0,phone_only,2025-05-19 11:51:14.819682,2025-08-01 11:51:14.819682,0.19823936528351283,0.055901200032156206,0.029887210330922707,0.11936533360539144,0.042166383536339565,0.0788470871727586,0.9040431832968772,0.6251706484428062,0.02415503728351618
driver_000200,safe_driver,58,25,6,Subaru,Elantra,2,3,0,phone_only,2024-01-11 11:51:14.819682,2024-08-22 11:51:14.819682,0.3606124614349787,0.12605535726249517,0.09215518308830509,0.15942823484514312,0.030221475634839762,0.10094149144301166,0.913855625640506,0.5539392131292694,0.02250665437543929
driver_000201,average_driver,35,14,7,Chevrolet,Silverado,3,3,1,phone_only,2024-12-30 11:51:14.819682,2025-01-22 11:51:14.819682,1.328156914161655,1.0102814203751127,0.7006448829190296,0.9365202633060576,0.1035033261615985,0.24060550814064768,0.951617510023194,0.9816139087458345,0.13010822828291999
driver_000202,safe_driver,41,19,3,Mazda,CX-5,1,3,1,phone_plus_device,2024-01-14 11:51:14.819682,2024-10-14 11:51:14.819682,0.12267096493576925,0.13989488620129836,0.15705927453346993,0.05125253815941876,0.006626938140316963,0.051420301006309066,0.8921457897222234,0.7573575152239704,0.02402569804715912
driver_000203,safe_driver,54,31,5,Hyundai,CX-5,1,1,2,phone_only,2025-04-10 11:51:14.819682,2024-06-12 11:51:14.819682,0.19479792463559398,0.23276293399539857,0.009945081022796506,0.08785958051561096,0.023811597116800816,0.14224592486956777,0.9214399361008598,0.7844755323658017,0.024088691913695823
driver_000204,safe_driver,43,20,2,Toyota,Elantra,0,1,0,phone_only,2024-08-24 11:51:14.819682,2025-03-04 11:51:14.819682,0.3159442878787168,0.2095217830383486,0.07162693425776584,0.14778109395450728,0.012594805357262318,0.055688191159446135,0.8551062643792857,0.6858191671042322,0.020041830545514304
driver_000205,average_driver,31,10,8,Nissan,Forte,3,4,2,phone_plus_device,2024-10-20 11:51:14.819682,2025-02-18 11:51:14.819682,1.0037547343897264,0.4108085461468373,0.5598570281636485,1.0923412414387281,0.07582386058241553,0.15693984813371434,1.0719201295800487,0.871171794654652,0.13048258198847917
driver_000206,average_driver,25,8,9,Honda,Corolla,1,1,0,phone_plus_device,2024-04-13 11:51:14.819682,2025-01-21 11:51:14.819682,0.5166684772559327,0.8777410688638462,0.7065940188412209,0.1963322423821591,0.053783563274596505,0.18298308693216558,1.0085725731400064,0.8606429895760275,0.09688723446878715
driver_000207,safe_driver,51,6,8,Toyota,CX-5,0,1,1,phone_plus_device,2025-03-26 11:51:14.819682,2025-01-09 11:51:14.819682,0.33632010855509276,0.31850288367774515,0.07140067381254081,0.06484569137423608,0.0027597336591305257,0.0865355361511009,0.999552369444248,0.6941223228514202,0.020012031476211188
driver_000208,average_driver,43,8,9,Chevrolet,Corolla,1,3,2,phone_plus_device,2023-10-16 11:51:14.819682,2024-06-15 11:51:14.819682,1.92576117277975,1.1031818950628411,0.5088294493196269,0.2796631652029046,0.11327912691085319,0.1693092718909417,1.060298627454189,0.8559771807065555,0.09831057708652777
driver_000209,safe_driver,44,3,1,Toyota,Camry,1,1,0,phone_only,2023-09-13 11:51:14.819682,2025-01-20 11:51:14.819682,0.38596674181319357,0.011942566841871628,0.02197785552272961,0.15008750810278532,0.033365820915669066,0.13742553929728374,0.9187555547134092,0.7034233470340074,0.024125829186256508
driver_000210,safe_driver,36,4,8,Subaru,Accord,0,0,0,phone_plus_device,2024-06-06 11:51:14.819682,2024-03-24 11:51:14.819682,0.3281618497650516,0.003933731194915068,0.11549760257358768,0.16515362497653005,0.0410369611508016,0.1335352156989593,0.8645938360573924,0.6833677668214352,0.020127383423699918
driver_000211,average_driver,43,6,7,Ford,F-150,1,3,1,phone_only,2025-05-25 11:51:14.819682,2024-03-29 11:51:14.819682,2.077568730770159,1.172951467445782,0.48366457400051843,1.0325073536988005,0.10759670104524849,0.229310166994655,0.9705994102972633,1.134570836915649,0.09767885200591508
driver_000212,risky_driver,20,3,13,Audi,Camaro,1,0,2,phone_plus_device,2025-07-21 11:51:14.819682,2024-04-07 11:51:14.819682,2.100301457868967,1.8248356179422403,3.3149897779105526,3.228575894112985,0.3444154094117762,0.2512699157107234,1.1031260652536556,1.5895739798588908,0.33196601612750176
driver_000213,average_driver,55,6,12,Toyota,Corolla,0,2,0,phone_only,2023-10-29 11:51:14.819682,2024-09-12 11:51:14.819682,0.8092221418109969,1.067766847994511,0.6184555924286587,0.5296131573260173,0.1438089610446609,0.16800004669815208,1.0415806982945728,0.8150484847911357,0.08210343272034078
driver_000214,average_driver,52,31,9,Chevrolet,Corolla,2,2,2,phone_plus_device,2025-05-05 11:51:14.819682,2025-05-19 11:51:14.819682,1.66822902292893,1.3800165566075382,0.5635154687509227,0.5312872799299652,0.11264642451653417,0.16126791223631273,0.9812163054307103,0.8212276077083319,0.11400373200976745
driver_000215,safe_driver,51,9,1,Hyundai,Outback,0,2,0,phone_only,2025-01-10 11:51:14.819682,2024-10-02 11:51:14.819682,0.26170934627315784,0.061862507483303374,0.11627247482721184,0.033971818369786085,0.01867425409570508,0.08585901854601195,0.9186610289512067,0.5582464768708224,0.020058843686660065
driver_000216,safe_driver,57,16,4,Subaru,Elantra,2,4,0,phone_plus_device,2025-07-17 11:51:14.819682,2025-05-19 11:51:14.819682,0.28992347387203693,0.06221951367317052,0.07434415290749197,0.09422108718892803,0.04310995265679968,0.09627629166779732,0.8824663906450355,0.6420466978184634,0.02254872974954012
driver_000217,safe_driver,49,11,8,Subaru,Elantra,1,3,0,phone_only,2024-09-04 11:51:14.819682,2025-03-08 11:51:14.819682,0.12033744483664131,0.2040510468179779,0.12521045702963313,0.07345035423464516,0.01090032425996363,0.14989516592825167,0.9037608522502225,0.5717187188140456,0.024041214059224398
driver_000218,safe_driver,51,4,6,Honda,Outback,0,2,0,phone_plus_device,2024-01-23 11:51:14.819682,2024-11-25 11:51:14.819682,0.39019816643915833,0.16515864799347255,0.061508789949136354,0.1561388902355464,0.03490274919051509,0.07071464269436287,0.9418751856786405,0.6725688102717968,0.020109547062577348
driver_000219,safe_driver,43,25,4,Toyota,Outback,0,0,1,phone_only,2024-03-24 11:51:14.819682,2024-09-18 11:51:14.819682,0.37632572604117304,0.2215014750490972,0.11747615450079549,0.1620603578934717,0.006920290358830844,0.11490384003407765,0.900239451496265,0.6618901478802212,0.020025496490484265
driver_000220,safe_driver,38,16,6,Hyundai,Camry,2,2,0,phone_plus_device,2024-06-02 11:51:14.819682,2024-04-10 11:51:14.819682,0.21212048770114525,0.21085764733750215,0.10008836140943578,0.17644884006929518,0.026034381967822002,0.14695746055424463,0.9440914295867349,0.5879508325827196,0.028113796261349248
driver_000221,safe_driver,59,11,3,Subaru,Camry,1,0,0,phone_plus_device,2025-07-07 11:51:14.819682,2025-05-22 11:51:14.819682,0.14829361290144127,0.22984815259848074,0.033338441278487514,0.050473905023837654,0.024212155629658068,0.05473189364994938,0.995608607256576,0.7309249211374977,0.019271445356590203
driver_000222,safe_driver,31,7,8,Subaru,CX-5,0,2,0,phone_plus_device,2025-06-08 11:51:14.819682,2025-07-09 11:51:14.819682,0.1682796771342383,0.1960808692753573,0.12303391403597673,0.18079686071127796,0.007397210736913579,0.10336429573711735,0.917264364518076,0.7926397036670095,0.020024959210146354
driver_000223,safe_driver,60,3,3,Subaru,Camry,1,2,0,phone_only,2025-04-24 11:51:14.819682,2024-12-26 11:51:14.819682,0.2240994076347328,0.29391625085656725,0.2035577362336944,0.11908627019853224,0.007354173734626235,0.09421055342159004,0.9347847272402164,0.7720642363778325,0.01922401731158536
driver_000224,safe_driver,58,6,7,Toyota,Camry,0,0,1,phone_only,2025-05-15 11:51:14.819682,2025-02-09 11:51:14.819682,0.1380448913980191,0.016636928939400157,0.12924790216874008,0.1175827259129441,0.011107192852081116,0.052254864635757764,0.9903497615088841,0.5833781507515512,0.01602832601906056
driver_000225,average_driver,48,14,9,Ford,Corolla,3,4,0,phone_plus_device,2024-09-27 11:51:14.819682,2024-12-12 11:51:14.819682,1.229993523639516,0.8225401599935406,0.226021251666405,0.5128502441023245,0.08080853445643457,0.17156951556194822,1.0168364061500523,1.0244132044541794,0.12986544289517069
driver_000226,safe_driver,65,32,1,Mazda,Elantra,2,2,3,phone_plus_device,2024-07-13 11:51:14.819682,2024-06-23 11:51:14.819682,0.2575467883385978,0.2678364780706528,0.08094247536362045,0.10853420376656438,0.03551235033866626,0.0686006418111054,0.9632865621688278,0.5410781119747257,0.02252293537101662
driver_000227,safe_driver,48,10,2,Honda,Accord,0,2,2,phone_plus_device,2024-10-31 11:51:14.819682,2025-03-18 11:51:14.819682,0.1198497309392525,0.09314198793037434,0.17060379466840264,0.0263189288213206,0.008165442590746403,0.1412104621195468,0.8909005530489572,0.6258542015468638,0.02002585273865456
driver_000228,safe_driver,39,17,4,Toyota,Camry,1,3,0,phone_plus_device,2025-07-19 11:51:14.819682,2024-12-27 11:51:14.819682,0.3056177188577615,0.22735432894804505,0.0023744175351644537,0.09539353184803252,0.01865070975527459,0.14107879784928942,0.9227348537132083,0.602093927385451,0.024071496801174583
driver_000229,average_driver,32,5,4,Kia,Forte,1,0,0,phone_only,2025-06-03 11:51:14.819682,2024-03-21 11:51:14.819682,1.2965858559408818,1.129307253956352,0.4397577976139646,0.7129883154680553,0.05287595372234301,0.23568152091968375,1.0721861162617023,0.8889431391022041,0.09753717063428473
driver_000230,average_driver,46,1,3,Chevrolet,F-150,0,2,0,phone_only,2025-02-12 11:51:14.819682,2024-11-16 11:51:14.819682,1.4940770969159762,0.3205691301712436,0.2614212281150439,0.7620556753220477,0.10134791925041092,0.17530124712234846,0.958889785560685,0.8475688871995488,0.08129422745108932
driver_000231,safe_driver,45,17,2,Mazda,Outback,1,1,1,phone_only,2025-06-14 11:51:14.819682,2024-04-14 11:51:14.819682,0.19279543590516204,0.21546954403367538,0.0062674642822434295,0.031179108582700035,0.03730990064957923,0.08522032734793225,0.8916063490682746,0.6739254057731552,0.02413685367715114
driver_000232,average_driver,36,10,10,Toyota,Forte,1,2,1,phone_plus_device,2023-10-21 11:51:14.819682,2024-07-22 11:51:14.819682,1.9703015652321685,0.8082333240454618,0.6108891846011998,0.5256221691283857,0.12614094464824555,0.20197275812619356,0.9971420408676737,0.9863606784055119,0.09792614199653678
driver_000233,safe_driver,35,4,3,Hyundai,Elantra,0,2,0,phone_only,2024-02-29 11:51:14.819682,2024-11-17 11:51:14.819682,0.1262598933101422,0.24919169031847577,0.09395679115637949,0.13414356161041638,0.008964864169353931,0.06051718845693004,0.9998084988528776,0.6474945120634783,0.020028962052810826
driver_000234,safe_driver,47,25,7,Subaru,CX-5,2,3,2,phone_plus_device,2023-10-22 11:51:14.819682,2025-04-08 11:51:14.819682,0.5110089346963117,0.10592723946927839,0.12407298410132464,0.20659226599520158,0.006138108384933183,0.07785183322788551,0.9757163697012188,0.7175601500997919,0.02803466955533683
driver_000235,safe_driver,37,13,8,Hyundai,Accord,1,0,1,phone_plus_device,2025-01-22 11:51:14.819682,2025-06-11 11:51:14.819682,0.35975922560001544,0.14502801099419318,0.05160464567782726,0.06776659201641493,0.04298361559976972,0.053159852318995865,0.931993005071957,0.7857741484730651,0.024159546046328893
driver_000236,average_driver,36,10,7,Chevrolet,Civic,1,1,1,phone_plus_device,2024-03-23 11:51:14.819682,2024-07-30 11:51:14.819682,1.5637994482926068,1.0097280397873643,0.594310892799564,0.904143976192127,0.1006685048757025,0.24708707584276624,1.0087077229433405,0.9978764521808776,0.09763432233049853
driver_000237,safe_driver,64,21,1,Mazda,Outback,0,0,1,phone_plus_device,2024-06-07 11:51:14.819682,2025-08-06 11:51:14.819682,0.11448402651929544,0.06842969903553195,0.043825334323942866,0.05829743593011994,0.00424708683430739,0.06144712965011169,0.953198689295538,0.7606819882353674,0.016011388708306956
driver_000238,average_driver,55,6,11,Toyota,Corolla,2,1,0,phone_only,2024-01-08 11:51:14.819682,2025-02-07 11:51:14.819682,2.010022156621648,0.40011165880065935,0.9021988246411342,0.3805139273355911,0.07651550996864688,0.2304603019549593,0.9945980403530162,1.0294082772792201,0.11341080707620255
driver_000239,average_driver,30,1,12,Kia,F-150,0,0,0,phone_only,2024-07-04 11:51:14.819682,2025-05-01 11:51:14.819682,1.0029705172393917,1.3316004085157633,0.5751135797427032,0.6652549497137693,0.07000769854658413,0.1953228605326714,1.010345143360568,1.0499855503897941,0.08097893846892625
driver_000240,safe_driver,33,7,6,Subaru,Camry,0,0,1,phone_only,2024-04-15 11:51:14.819682,2025-03-23 11:51:14.819682,0.18272652715599677,0.2848092340972217,0.14647399346639936,0.09222025317266229,0.046858146279277785,0.12691191651436373,0.9299079002539815,0.6843266893612772,0.020142955025628427
driver_000241,average_driver,50,20,9,Nissan,Civic,4,3,1,phone_plus_device,2024-05-24 11:51:14.820680,2025-07-18 11:51:14.820680,1.6018568891910447,0.5617266393678565,0.3890526501360207,0.297440687129887,0.11868549034091254,0.16499622478478848,0.9854194746232025,0.8953933689402299,0.1466917897250695
driver_000242,average_driver,43,25,10,Honda,Corolla,1,0,3,phone_only,2024-12-17 11:51:14.820680,2025-05-26 11:51:14.820680,1.8886358302342703,0.8017695612209371,0.9004828676018807,0.9029119447903666,0.07360411518211094,0.16206426137831623,1.035646006913275,1.0000994114069206,0.09751875930885104
driver_000243,safe_driver,45,9,7,Mazda,Outback,0,0,0,phone_plus_device,2024-06-28 11:51:14.820680,2025-03-22 11:51:14.820680,0.4009994165260125,0.2558068077401462,0.0043755813767488395,0.2007351431304054,0.03029073664352649,0.1440848276426437,0.9762209449776817,0.6986670303321063,0.020096086614954625
driver_000244,risky_driver,31,13,3,BMW,Camaro,5,5,3,phone_plus_device,2024-12-01 11:51:14.820680,2024-09-18 11:51:14.820680,7.233060274053852,2.7496456350319245,3.6696994564813252,3.879443999669534,0.2243557255908595,0.33776916955613,1.2718833474669557,1.3281817848437476,0.426248822768901
driver_000245,average_driver,37,7,12,Ford,Corolla,1,1,0,phone_only,2023-11-07 11:51:14.820680,2025-03-10 11:51:14.820680,1.594947457133238,1.0990715448746824,0.5216618151396648,0.20573189115108262,0.05520988229019402,0.22910193178139537,1.0462388767120312,1.0520625366073995,0.09732139807782182
driver_000246,average_driver,31,2,8,Ford,Altima,0,0,1,phone_plus_device,2023-11-04 11:51:14.820680,2025-01-05 11:51:14.820680,1.620203773103094,1.3261230557467734,0.482807521423432,0.6175989986835225,0.1235172108810468,0.23267686093418333,0.9891019819380481,1.0749867486745728,0.0815618370574651
driver_000247,risky_driver,23,1,9,Mercedes,3 Series,0,2,1,phone_plus_device,2024-08-15 11:51:14.820680,2025-07-06 11:51:14.820680,6.865152226198476,2.358710141743084,3.6123349353867726,4.40927529183249,0.31177667232603423,0.4448255143499745,1.2253254715035964,1.9254758244095835,0.27925414574197766
driver_000248,safe_driver,44,23,4,Hyundai,Outback,1,1,3,phone_plus_device,2024-04-01 11:51:14.820680,2024-05-30 11:51:14.820680,0.48264769252685535,0.050977142114291975,0.11331582294001682,0.0028196779196971765,0.026291885016545183,0.13272574519634994,0.9660038980692502,0.7784854615935115,0.024100462860050912
driver_000249,risky_driver,33,12,12,BMW,3 Series,2,3,3,phone_only,2023-10-26 11:51:14.820680,2024-09-16 11:51:14.820680,4.763400257656964,2.6666304422211695,2.3358860781282815,2.9253493239220276,0.2992989850346476,0.2604225223256089,1.114611123644232,1.6455999795124072,0.2966922742127751
driver_000250,safe_driver,38,16,5,Toyota,Accord,0,2,0,phone_only,2024-01-29 11:51:14.820680,2024-03-19 11:51:14.820680,0.27401178661856174,0.25365338902890816,0.15957220807994346,0.023978550132797812,0.015865869339650708,0.061684205616466405,0.9295635701338906,0.5425387202063338,0.020050481597185935
driver_000251,safe_driver,65,32,8,Hyundai,Accord,1,2,1,phone_plus_device,2024-06-02 11:51:14.820680,2025-04-08 11:51:14.820680,0.12040197231006525,0.05429978666424477,0.09294949737829242,0.032328401563887235,0.023356641991596618,0.09949107769190646,0.8674036070650836,0.7685525654119395,0.019268609199462983
driver_000252,average_driver,50,9,5,Honda,Silverado,1,2,2,phone_only,2024-10-04 11:51:14.820680,2024-03-22 11:51:14.820680,0.9775394443571667,1.178275112847168,0.501262542069984,0.2542071975805319,0.11223648559368846,0.24998211095803943,1.0179652992541888,1.1789673588619984,0.09784291532600876
driver_000253,risky_driver,33,14,14,Ford,Mustang,2,4,5,phone_only,2025-07-09 11:51:14.820680,2024-07-28 11:51:14.820680,6.647284017020866,1.7570738994989248,3.2871309057567135,1.5264276345845573,0.34487313628643046,0.3808128597648959,1.1569871777998926,1.8020468530323055,0.29993915238611507
driver_000254,safe_driver,63,6,5,Subaru,CX-5,0,2,0,phone_plus_device,2024-06-15 11:51:14.820680,2024-05-04 11:51:14.820680,0.27741359891233414,0.012445775403401384,0.07012002225337452,0.095107138675761,0.011211510616395848,0.09953222537583016,0.9529354803789059,0.5465209102571031,0.016029583448536295
driver_000255,average_driver,43,9,7,Toyota,Forte,3,2,0,phone_plus_device,2024-08-15 11:51:14.820680,2025-02-09 11:51:14.820680,1.3259662426191463,0.6756364215042915,0.2458452046672057,0.2696299312110998,0.05450949036584386,0.15944843624879157,0.9661448257162998,0.9699654084832054,0.12914179784391036
