way_id,highway_type,maxspeed_raw,name,surface,speed_limit_mph,start_lat,start_lon,end_lat,end_lon,center_lat,center_lon,road_type
152762224,motorway,55 mph,Dan Ryan Expressway,concrete,55,41.8625293,-87.6443209,41.8628891,-87.6443286,41.8627092,-87.64432475,highway
153322245,service,5 mph,,,5,41.8891928,-87.6322267,41.8892002,-87.6319495,41.88910785,-87.63210326,other
157093111,secondary,25 mph,South State Street,,25,41.8461726,-87.6267945,41.8467913,-87.6268213,41.84648195,-87.6268079,arterial
163148295,secondary,30 mph,South Michigan Avenue,asphalt,30,41.879559,-87.62429,41.8808376,-87.6242444,41.88022632857143,-87.62427741428571,arterial
163148296,secondary,30 mph,South Michigan Avenue,asphalt,30,41.8782927,-87.6242078,41.8792117,-87.6242767,41.878666425,-87.624235575,arterial
167528978,service,5 mph,,,5,41.8588573,-87.6558637,41.8579638,-87.6558347,41.85832438571428,-87.65584594285714,other
167528980,service,5 mph,,,5,41.8584125,-87.6558476,41.8584585,-87.6527983,41.85844677777777,-87.65363205555555,other
171819297,trunk,40 mph,North Jean Baptiste Point DuSable Lake Shore Drive,asphalt,40,41.8828756,-87.6162822,41.8838485,-87.6142081,41.88332380833334,-87.615222525,highway
187346216,motorway,45 mph,South DuSable Lake Shore Drive,concrete,45,41.8445029,-87.6111296,41.8411571,-87.6097567,41.84283,-87.61044315000001,highway
187346218,motorway,45 mph,South DuSable Lake Shore Drive,concrete,45,41.8423141,-87.6099235,41.843509,-87.6104259,41.84291155,-87.61017469999999,highway
187346221,motorway,45 mph,South DuSable Lake Shore Drive,concrete,45,41.843509,-87.6104259,41.8461506,-87.6114347,41.84497734999999,-87.610993775,highway
187346222,motorway,45 mph,South DuSable Lake Shore Drive,,45,41.8411571,-87.6097567,41.8357347,-87.6080932,41.838128825,-87.608580225,highway
201255110,secondary,25 mph,North Milwaukee Avenue,asphalt,25,41.8956581,-87.6544795,41.8950591,-87.6535634,41.89531975,-87.653962625,arterial
203441953,secondary,20 mph,North Dearborn Street,asphalt,20,41.8892418,-87.6295795,41.8900425,-87.6295984,41.88967101666667,-87.62959001666667,arterial
208617559,secondary,40 mph,West Roosevelt Road,asphalt,40,41.8668192,-87.6762017,41.8667302,-87.6822884,41.86678063,-87.67889311000002,arterial
225876313,secondary,25 mph,North Milwaukee Avenue,asphalt,25,41.8969842,-87.6565542,41.8965906,-87.6559492,41.8968257,-87.65630586666667,arterial
230771008,secondary,30 mph,North Columbus Drive,,30,41.8845171,-87.6206091,41.8858344,-87.6206537,41.884989,-87.62062513333332,arterial
230772156,tertiary,20 mph,East Randolph Street,asphalt,20,41.884293,-87.6229073,41.8843182,-87.6212408,41.88430483333334,-87.6219315,urban
230773116,tertiary,20 mph,East Randolph Street,asphalt,20,41.8843982,-87.6176548,41.8845383,-87.6173891,41.88442885714286,-87.61750785714285,urban
230773117,tertiary,20 mph,East Randolph Street,asphalt,20,41.8845086,-87.621754,41.8845142,-87.6222986,41.88451176666667,-87.62205563333333,urban
230775773,trunk,30 mph,West Lower Wacker Drive,concrete,30,41.8882974,-87.6245493,41.8869186,-87.63022,41.887564166666664,-87.62646351428573,highway
230975349,secondary,30 mph,North Michigan Avenue,asphalt,30,41.8849261,-87.6245768,41.8844895,-87.6245708,41.884644675000004,-87.624572975,arterial
230975353,secondary,30 mph,North Michigan Avenue,asphalt,30,41.8857702,-87.6244308,41.886549,-87.6244524,41.88605953333334,-87.62443823333332,arterial
231307556,tertiary,20 mph,West Augusta Boulevard,asphalt,20,41.8997856,-87.6630974,41.899723,-87.6668082,41.89975701666667,-87.66478153333334,urban
231308287,residential,25 mph,South Morgan Street,asphalt,25,41.8699062,-87.6510677,41.872697,-87.6512478,41.871263271428575,-87.65112811428571,residential
232072384,service,5 mph,,asphalt,5,41.8566018,-87.6290375,41.8577922,-87.6290463,41.8572255375,-87.62904209999999,other
232072389,service,5 mph,,asphalt,5,41.8566192,-87.6277175,41.8573101,-87.6276992,41.856833675,-87.62769575,other
232072398,service,5 mph,,asphalt,5,41.856611,-87.6283429,41.8578039,-87.6283752,41.8572354125,-87.6283597375,other
232072400,service,5 mph,,asphalt,5,41.8565926,-87.6297378,41.8577797,-87.6297614,41.857215325,-87.6297501875,other
233930069,secondary,30 mph,South Desplaines Street,,30,41.8779864,-87.6440051,41.8770641,-87.643973,41.877573399999996,-87.64399074,arterial
233930070,secondary,30 mph,South Desplaines Street,asphalt,30,41.8805324,-87.6440868,41.8795674,-87.6440508,41.880175925,-87.6440715,arterial
234845044,tertiary,20 mph,East Randolph Street,,20,41.8843829,-87.6181575,41.8843973,-87.6177109,41.884391449999995,-87.617883225,urban
234845045,tertiary,20 mph,East Randolph Street,,20,41.8845023,-87.6189106,41.8844982,-87.6201091,41.88450046666667,-87.6194496,urban
235714536,secondary,30 mph,South Columbus Drive,asphalt,30,41.8676015,-87.6204227,41.8685927,-87.6205018,41.868036525,-87.620464325,arterial
235714539,tertiary,20 mph,South Indiana Avenue,asphalt,20,41.8674176,-87.622442,41.8675542,-87.6225595,41.867485900000005,-87.62250075,urban
235741029,trunk,40 mph,South DuSable Lake Shore Drive,concrete,40,41.8719923,-87.6172798,41.8686341,-87.6179372,41.86976385384615,-87.61740226923077,highway
236157091,secondary,30 mph,South Michigan Avenue,,30,41.8757665,-87.6242038,41.8763549,-87.6241987,41.87599553333333,-87.62420246666666,arterial
236157109,secondary,30 mph,South Michigan Avenue,asphalt,30,41.8744516,-87.6243278,41.8736832,-87.6243047,41.874165600000005,-87.6243195,arterial
236157125,secondary,30 mph,East Ida B. Wells Drive,asphalt,30,41.8757236,-87.6243501,41.8756941,-87.6260353,41.87570782857142,-87.62528362857144,arterial
236157423,secondary,30 mph,South Michigan Avenue,asphalt,30,41.87701,-87.6243796,41.8757236,-87.6243501,41.876253059999996,-87.62436146,arterial
253716332,trunk,30 mph,West Lower Wacker Drive,,30,41.8862925,-87.6362805,41.886851,-87.634791,41.88673955714285,-87.6354032285714,highway
253716333,trunk,30 mph,North Lower Wacker Drive,concrete,30,41.8858797,-87.6368729,41.8832626,-87.6370144,41.885103344444445,-87.6369708888889,highway
253737716,secondary,25 mph,North Milwaukee Avenue,asphalt,25,41.8894978,-87.6449746,41.8892278,-87.6445564,41.8893066,-87.64467845,arterial
253737719,secondary,30 mph,South Desplaines Street,,30,41.8677185,-87.6436677,41.8675473,-87.6436632,41.867632900000004,-87.64366545,arterial
253737720,secondary,30 mph,South Desplaines Street,,30,41.8696998,-87.6437366,41.8677185,-87.6436677,41.86881725714286,-87.64370662857144,arterial
253737729,secondary,25 mph,South State Street,,25,41.8382974,-87.6265781,41.8451335,-87.626757,41.84193596666667,-87.62667341428573,arterial
255368071,secondary,30 mph,South Michigan Avenue,asphalt,30,41.8792064,-87.624439,41.8782936,-87.624413,41.8785989,-87.6244214,arterial
255370137,secondary,30 mph,North Michigan Avenue,asphalt,30,41.8868112,-87.62446,41.888194,-87.624469,41.887640385714285,-87.62447325714285,arterial
255370740,trunk,40 mph,South DuSable Lake Shore Drive,asphalt,40,41.8783641,-87.6171823,41.87985,-87.617222,41.878907166666664,-87.61719723333333,highway
255564250,secondary,30 mph,North Michigan Avenue,asphalt,30,41.8861499,-87.6246265,41.8857688,-87.6246226,41.88592583333334,-87.62462366666666,arterial
255623675,secondary,30 mph,South Michigan Avenue,asphalt,30,41.8731583,-87.6241378,41.8739684,-87.6241581,41.873479275,-87.62414445,arterial
255623676,secondary,30 mph,South Michigan Avenue,asphalt,30,41.8731634,-87.6242963,41.8718783,-87.6242636,41.87241932,-87.62427944,arterial
255624259,tertiary,25 mph,South Wood Street,,25,41.8693027,-87.6714254,41.8668872,-87.6713554,41.868266283333334,-87.67139514166666,urban
259155914,secondary,30 mph,South Blue Island Avenue,asphalt,30,41.8484145,-87.6760812,41.846676,-87.680598,41.847563414285716,-87.67829667142858,arterial
285607587,secondary,25 mph,North Milwaukee Avenue,asphalt,25,41.8950591,-87.6535634,41.8938017,-87.6516524,41.89453476999999,-87.65277033999999,arterial
286003714,residential,25 mph,South Wells Street,asphalt,25,41.8554303,-87.6328536,41.8566077,-87.6331102,41.85603301764706,-87.63307639411765,residential
293934965,secondary,20 mph,North Dearborn Street,asphalt,20,41.8916443,-87.6296377,41.8924565,-87.6296658,41.89203724,-87.6296507,arterial
294583211,trunk,40 mph,South DuSable Lake Shore Drive,concrete,40,41.864982,-87.6190146,41.8665564,-87.6192206,41.866093042857145,-87.61920531428571,highway
294583212,trunk,40 mph,South DuSable Lake Shore Drive,concrete,40,41.867474,-87.6187395,41.8719959,-87.6170405,41.86964061818182,-87.61729837272726,highway
294592601,secondary,30 mph,South State Street,asphalt,30,41.8674653,-87.6273857,41.869246,-87.6274174,41.86840528333333,-87.62740078333333,arterial
294840197,secondary,20 mph,East Randolph Street,asphalt,20,41.8843658,-87.6239988,41.8843685,-87.6237462,41.884367166666664,-87.62386703333334,arterial
294840198,secondary,30 mph,North Michigan Avenue,asphalt,30,41.8843657,-87.6243437,41.8844844,-87.6243714,41.88442505,-87.62435755,arterial
295761433,motorway,50 mph,Stevenson Expressway,,50,41.8455386,-87.6506726,41.8454544,-87.6511032,41.84549666666666,-87.65088929999997,highway
295761434,motorway,50 mph,Stevenson Expressway,,50,41.8458054,-87.6476602,41.845714,-87.6488773,41.845751533333335,-87.64835463333333,highway
295939719,motorway,55 mph,Stevenson Expressway,,55,41.8418847,-87.6589639,41.8424245,-87.6578249,41.8421546,-87.65839439999999,highway
312901454,trunk_link,20 mph,,,20,41.8758281,-87.6359575,41.8761599,-87.6362874,41.875979449999996,-87.63610925,highway
313874092,secondary,30 mph,South Michigan Avenue,asphalt,30,41.8751246,-87.6243419,41.8744516,-87.6243278,41.8747478,-87.62433453333334,arterial
314005505,secondary,40 mph,West Roosevelt Road,asphalt,40,41.8668872,-87.6713554,41.8668286,-87.6755728,41.866859166666664,-87.67333826666668,arterial
314011258,tertiary,20 mph,South Indiana Avenue,asphalt,20,41.8641337,-87.6225674,41.8613805,-87.6225046,41.86267238571429,-87.62253541428572,urban
314011263,secondary,30 mph,South Michigan Avenue,asphalt,30,41.8675056,-87.6241574,41.8685861,-87.6240394,41.86791796666666,-87.62407915,arterial
314014954,secondary,30 mph,West Ogden Avenue,,30,41.8620876,-87.6935906,41.8615534,-87.6951107,41.861787174999996,-87.694444225,arterial
314016591,secondary,30 mph,West Ogden Avenue,,30,41.8595584,-87.700744,41.8610456,-87.696547,41.86030637499999,-87.69863315,arterial
314063797,tertiary,25 mph,South Lake Park Avenue,asphalt,25,41.8226968,-87.6024472,41.8243425,-87.6034978,41.823887739999996,-87.60320912,urban
314063804,residential,25 mph,South Ellis Avenue,,25,41.8233605,-87.6047128,41.8219555,-87.6038133,41.82273027142857,-87.6043079,residential
314944796,secondary,30 mph,South Michigan Avenue,asphalt,30,41.8808351,-87.6244714,41.8795564,-87.6244445,41.88026247142857,-87.62446235714286,arterial
316174517,tertiary,20 mph,South Blue Island Avenue,asphalt,20,41.8632636,-87.6565555,41.8665554,-87.6537553,41.86473578181818,-87.6553037,urban
316764837,secondary,30 mph,West Ida B. Wells Drive,asphalt,30,41.8755637,-87.6282083,41.8755712,-87.6276297,41.875567999999994,-87.6278724,arterial
316907583,motorway,40 mph,South DuSable Lake Shore Drive,asphalt,40,41.8626884,-87.6187862,41.8609068,-87.6180986,41.861808350000004,-87.61845925,highway
316907585,motorway,40 mph,South DuSable Lake Shore Drive,asphalt,40,41.8609068,-87.6180986,41.8593217,-87.617405,41.860097233333335,-87.61774583333334,highway
316916062,trunk,40 mph,South Jean Baptiste Point DuSable Lake Shore Drive,asphalt,40,41.880924,-87.6172438,41.8822616,-87.6169565,41.8816935,-87.61714449000002,highway
317631431,secondary,30 mph,South Michigan Avenue,asphalt,30,41.8818367,-87.6241971,41.8822038,-87.6242095,41.88202025,-87.6242033,arterial
319345475,secondary,30 mph,South Desplaines Street,,30,41.8751154,-87.6438918,41.874359,-87.6438857,41.87464043333333,-87.64388403333334,arterial
319362681,secondary,25 mph,West Grand Avenue,asphalt,25,41.892333,-87.6916754,41.8943138,-87.6966623,41.893210409090905,-87.69386433636363,arterial
320504232,tertiary,20 mph,South Indiana Avenue,asphalt,20,41.8675542,-87.6225595,41.8674152,-87.6226756,41.867484700000006,-87.62261755,urban
337517721,secondary,25 mph,North Milwaukee Avenue,asphalt,25,41.8915411,-87.648148,41.8913394,-87.6478374,41.89141166666666,-87.64794863333333,arterial
337517722,secondary,25 mph,North Milwaukee Avenue,asphalt,25,41.8909181,-87.6471782,41.8900524,-87.6458263,41.890454600000005,-87.64645155,arterial
337681343,trunk,20 mph,South Lower Wacker Drive,,20,41.8761599,-87.6362874,41.8766586,-87.6366599,41.87648978,-87.6365546,highway
360949849,secondary,25 mph,North Milwaukee Avenue,asphalt,25,41.8919749,-87.6487985,41.8917356,-87.648449,41.89187446666667,-87.6486541,arterial
362998716,residential,30 mph,North Green Street,asphalt,30,41.8911793,-87.6487763,41.8919749,-87.6487985,41.89160305,-87.64878951666667,residential
372671686,secondary,30 mph,South Michigan Avenue,concrete,30,41.8769665,-87.6241746,41.8780907,-87.6241923,41.877413340000004,-87.62417708000001,arterial
372671690,secondary,30 mph,South Michigan Avenue,,30,41.8773234,-87.6243938,41.87701,-87.6243796,41.87714296666667,-87.6243864,arterial
372671697,secondary,30 mph,South Michigan Avenue,asphalt,30,41.8745293,-87.6241709,41.8756897,-87.6241986,41.8753367,-87.624189575,arterial
373849356,trunk,30 mph,West Lower Wacker Drive,concrete,30,41.886851,-87.634791,41.8868489,-87.6302474,41.88684906666666,-87.63195583333334,highway
373852568,trunk,30 mph,South Lower Wacker Drive,concrete,30,41.8793263,-87.6369146,41.8780238,-87.6368951,41.87867505,-87.63690485000001,highway
373852570,trunk,30 mph,South Lower Wacker Drive,,30,41.8793281,-87.6367614,41.881958,-87.6368217,41.880672866666664,-87.63679499999999,highway
373856148,trunk,40 mph,North Jean Baptiste Point DuSable Lake Shore Drive,asphalt,40,41.8922761,-87.6139516,41.8940536,-87.6147692,41.89310004,-87.61419513,highway
373856149,trunk,40 mph,North Jean Baptiste Point DuSable Lake Shore Drive,,40,41.8939554,-87.6149068,41.8920788,-87.6142089,41.89290068333333,-87.614352775,highway
377665853,motorway,40 mph,North Jean Baptiste Point DuSable Lake Shore Drive,asphalt,40,41.8996593,-87.6187803,41.8968438,-87.6168932,41.89809013333333,-87.61772513333334,highway
377665857,trunk,40 mph,South DuSable Lake Shore Drive,asphalt,40,41.8635234,-87.6187094,41.864982,-87.6190146,41.864252699999994,-87.61886200000001,highway
377866951,trunk,40 mph,North Jean Baptiste Point DuSable Lake Shore Drive,,40,41.8879556,-87.6139751,41.8889077,-87.6140005,41.88843165,-87.6139878,highway
377866952,trunk,40 mph,North Jean Baptiste Point DuSable Lake Shore Drive,,40,41.8889042,-87.6141976,41.8879527,-87.6141733,41.88842845,-87.61418545000001,highway
377866953,trunk,40 mph,North Jean Baptiste Point DuSable Lake Shore Drive,,40,41.8867789,-87.6141318,41.88452,-87.6142693,41.885439291666664,-87.61413348333333,highway
377866954,trunk,40 mph,North Jean Baptiste Point DuSable Lake Shore Drive,asphalt,40,41.8863928,-87.6137756,41.8879556,-87.6139751,41.88743255999999,-87.61391388,highway
379683326,tertiary,30 mph,South Blue Island Avenue,asphalt,30,41.8577336,-87.661305,41.8560365,-87.6627594,41.856818528571424,-87.66207352857144,urban
380241651,tertiary,20 mph,West Augusta Boulevard,asphalt,20,41.8997961,-87.6625103,41.8997856,-87.6630974,41.899792,-87.6627405,urban
381823994,tertiary,20 mph,East Randolph Street,concrete,20,41.8843164,-87.6205759,41.8843675,-87.618694,41.884332075,-87.6199792,urban
406711222,secondary,30 mph,North Western Avenue,asphalt,30,41.8961337,-87.6868449,41.8964274,-87.6868523,41.8962808,-87.68684862,arterial
406711232,secondary,25 mph,West Grand Avenue,asphalt,25,41.8908202,-87.6772014,41.8907817,-87.6793387,41.890791539999995,-87.67879132,arterial
406711252,tertiary,20 mph,West Augusta Boulevard,asphalt,20,41.8997216,-87.6668574,41.899712,-87.6673929,41.899715349999994,-87.66720642499999,urban
406711255,tertiary,20 mph,West Augusta Boulevard,asphalt,20,41.8997017,-87.6680092,41.8995584,-87.6763361,41.89962077692307,-87.67267336923076,urban
416548018,secondary,30 mph,South Michigan Avenue,asphalt,30,41.8808376,-87.6242444,41.8813216,-87.624206,41.881051150000005,-87.624227275,arterial
421849921,secondary,25 mph,North Milwaukee Avenue,asphalt,25,41.8958987,-87.6548436,41.8956581,-87.6544795,41.8958059,-87.6547037,arterial
432340547,secondary,30 mph,North Western Avenue,asphalt,30,41.8830029,-87.6864773,41.8826829,-87.6864693,41.882857259999994,-87.68647368,arterial
432341587,secondary,30 mph,North Western Avenue,asphalt,30,41.8824017,-87.6864623,41.8820911,-87.6864542,41.88223394,-87.68645804,arterial
432341588,secondary,30 mph,North Western Avenue,asphalt,30,41.8826829,-87.6864693,41.8824017,-87.6864623,41.8825218,-87.68646530000001,arterial
432348136,secondary,30 mph,North Western Avenue,asphalt,30,41.8815559,-87.6864413,41.8811659,-87.6864316,41.881376675,-87.686436825,arterial
432348938,secondary,30 mph,South Western Avenue,asphalt,30,41.8789079,-87.6863762,41.878593,-87.6863716,41.878746275,-87.68637445000002,arterial
432348939,secondary,30 mph,South Western Avenue,asphalt,30,41.8793136,-87.6863822,41.8791386,-87.6863796,41.879214233333336,-87.68638073333334,arterial
432348940,secondary,30 mph,South Western Avenue,asphalt,30,41.8798555,-87.6863965,41.8793136,-87.6863822,41.879578949999996,-87.68638920000001,arterial
432348941,secondary,30 mph,South Western Avenue,asphalt,30,41.8791386,-87.6863796,41.8789079,-87.6863762,41.878991766666665,-87.68637743333333,arterial
432348942,secondary,30 mph,South Western Avenue,asphalt,30,41.8811659,-87.6864316,41.8807714,-87.6864224,41.88098056,-87.68642728,arterial
432348943,secondary,30 mph,South Western Avenue,asphalt,30,41.880042,-87.6864015,41.8798555,-87.6863965,41.87994875,-87.686399,arterial
432348945,secondary,30 mph,South Western Avenue,asphalt,30,41.878593,-87.6863716,41.8782025,-87.6863615,41.87840545,-87.68636667499999,arterial
432348946,secondary,30 mph,South Western Avenue,asphalt,30,41.8807714,-87.6864224,41.8802617,-87.6864073,41.88053294,-87.6864155,arterial
432362212,secondary,30 mph,South Western Avenue,asphalt,30,41.8779583,-87.6863553,41.877547,-87.6863414,41.877735200000004,-87.686347775,arterial
432362219,secondary,30 mph,South Western Avenue,asphalt,30,41.877547,-87.6863414,41.8771958,-87.6863296,41.8773684,-87.68633542500001,arterial
432362489,secondary,30 mph,North Western Avenue,asphalt,30,41.8842921,-87.6865212,41.8846325,-87.6865335,41.884462,-87.686527175,arterial
432362490,secondary,30 mph,North Western Avenue,asphalt,30,41.8846325,-87.6865335,41.8849999,-87.6865454,41.8848125,-87.68653915,arterial
432362491,secondary,30 mph,North Western Avenue,asphalt,30,41.8849999,-87.6865454,41.8856957,-87.6865691,41.885301819999995,-87.68655568,arterial
432371699,secondary,30 mph,North Western Avenue,asphalt,30,41.8856957,-87.6865691,41.8860051,-87.6865758,41.885850399999995,-87.68657245,arterial
432371705,secondary,30 mph,North Western Avenue,asphalt,30,41.8860051,-87.6865758,41.8862852,-87.6865818,41.88617296666667,-87.68657939999999,arterial
433246691,secondary,20 mph,West Harrison Street,asphalt,20,41.8742517,-87.6615402,41.8742481,-87.6617864,41.874249866666666,-87.6616649,arterial
433246692,secondary,20 mph,West Harrison Street,asphalt,20,41.8743141,-87.6575571,41.8742836,-87.6593249,41.87429885,-87.65844100000001,arterial
433246693,secondary,20 mph,West Harrison Street,asphalt,20,41.8741636,-87.6614612,41.8741965,-87.6595568,41.874175566666665,-87.66077236666666,arterial
433281760,secondary,30 mph,West Ogden Avenue,,30,41.8669658,-87.683381,41.8666525,-87.6837483,41.866792180000004,-87.68358452,arterial
433281761,secondary,30 mph,West Ogden Avenue,,30,41.8662192,-87.6842699,41.8666525,-87.6837483,41.86644626666667,-87.68399656666666,arterial
433281764,secondary,40 mph,West Roosevelt Road,asphalt,40,41.866684,-87.6769397,41.8666937,-87.6763489,41.86668986666667,-87.67658203333333,arterial
433281767,secondary,40 mph,West Roosevelt Road,asphalt,40,41.8666814,-87.6771998,41.866684,-87.6769397,41.8666827,-87.67706975,arterial
433281768,secondary,40 mph,West Roosevelt Road,,40,41.8666296,-87.6808482,41.8666379,-87.6802771,41.866634600000005,-87.68050363333333,arterial
433281772,secondary,40 mph,West Roosevelt Road,asphalt,40,41.8668286,-87.6755728,41.8668192,-87.6762017,41.86682376,-87.67589453999999,arterial
433281774,secondary,40 mph,West Roosevelt Road,,40,41.8667302,-87.6822884,41.8666525,-87.6837483,41.8666984,-87.6831363,arterial
433281775,secondary,40 mph,West Roosevelt Road,asphalt,40,41.8666954,-87.6761986,41.8667561,-87.6719341,41.86671675,-87.67467562499999,arterial
433281776,secondary,40 mph,West Roosevelt Road,,40,41.8666525,-87.6837483,41.8666296,-87.6808482,41.866623325000006,-87.682296375,arterial
433780222,motorway,45 mph,Kennedy Expressway,concrete,45,41.881827,-87.6459994,41.8799289,-87.6459361,41.8808352,-87.64595465,highway
433780228,secondary,30 mph,South Desplaines Street,asphalt,30,41.8809481,-87.6440904,41.8805324,-87.6440868,41.88069976666666,-87.64408823333333,arterial
433780229,secondary,30 mph,South Desplaines Street,asphalt,30,41.8770641,-87.643973,41.8767185,-87.6439609,41.8768631,-87.64396596666666,arterial
433780230,secondary,30 mph,South Desplaines Street,asphalt,30,41.8795674,-87.6440508,41.8792613,-87.6440434,41.879390066666666,-87.64404646666667,arterial
435329563,secondary,30 mph,South Blue Island Avenue,asphalt,30,41.8486714,-87.6754066,41.8485424,-87.6757394,41.84860083333333,-87.6755887,arterial
435329564,secondary,30 mph,South Blue Island Avenue,asphalt,30,41.8521637,-87.6663381,41.8518945,-87.6670392,41.852029099999996,-87.66668865,arterial
435329567,motorway,55 mph,Stevenson Expressway,,55,41.8406028,-87.6620756,41.8396999,-87.6636706,41.840045933333336,-87.66306036666667,highway
435329570,motorway,55 mph,Stevenson Expressway,,55,41.8396999,-87.6636706,41.8388339,-87.6651769,41.8392669,-87.66442375,highway
435329572,secondary,30 mph,West Cermak Road,asphalt,30,41.8521131,-87.6804221,41.8521082,-87.6807376,41.852110333333336,-87.6805997,arterial
435329573,secondary,30 mph,West Cermak Road,asphalt,30,41.8521082,-87.6807376,41.8521018,-87.6810542,41.8521053,-87.68088036666667,arterial
435329574,secondary,30 mph,West Cermak Road,asphalt,30,41.8523341,-87.6660893,41.8523241,-87.6665883,41.85232842,-87.66637832,arterial
435329580,secondary,30 mph,West Cermak Road,asphalt,30,41.8521863,-87.6754738,41.8521808,-87.6758453,41.852183600000004,-87.675657,arterial
435329582,secondary,30 mph,West Cermak Road,asphalt,30,41.852259,-87.6706252,41.8522548,-87.6709465,41.8522567,-87.67080120000001,arterial
435329596,secondary,30 mph,West Cermak Road,asphalt,30,41.8521808,-87.6758453,41.8521762,-87.6761612,41.85217876666667,-87.67598586666668,arterial
435329602,secondary,30 mph,West Cermak Road,asphalt,30,41.8520425,-87.6852143,41.8520386,-87.6856273,41.85204085,-87.68538784999998,arterial
435329603,secondary,30 mph,West Cermak Road,asphalt,30,41.8522548,-87.6709465,41.8522502,-87.6712981,41.852252799999995,-87.67109863333333,arterial
435329604,secondary,30 mph,West Cermak Road,asphalt,30,41.8520386,-87.6856273,41.8520355,-87.6860928,41.85203716666667,-87.68584463333333,arterial
435329609,secondary,30 mph,West Cermak Road,asphalt,30,41.8520355,-87.6860928,41.8520265,-87.6875619,41.85203214285715,-87.68664204285713,arterial
435329610,secondary,30 mph,West Cermak Road,asphalt,30,41.8521762,-87.6761612,41.8521131,-87.6804221,41.85214564545454,-87.67819385454544,arterial
435329615,secondary,30 mph,West Cermak Road,asphalt,30,41.8522502,-87.6712981,41.8521863,-87.6754738,41.852210230769224,-87.67388603846153,arterial
435329618,secondary,30 mph,West Cermak Road,asphalt,30,41.8521018,-87.6810542,41.8520779,-87.6827356,41.852094085714285,-87.68159574285714,arterial
435331756,tertiary,30 mph,West Jackson Boulevard,asphalt,30,41.8774338,-87.6961894,41.8774281,-87.6965959,41.87743136666666,-87.69636176666666,urban
435331760,tertiary,30 mph,West Jackson Boulevard,asphalt,30,41.8774281,-87.6965959,41.8774049,-87.6986376,41.87741605,-87.6975611375,urban
435337139,secondary,30 mph,West Ogden Avenue,,30,41.8615534,-87.6951107,41.8613272,-87.6957532,41.86141526666666,-87.6955036,arterial
435337142,secondary,30 mph,West Ogden Avenue,,30,41.8610456,-87.696547,41.8613272,-87.6957532,41.8612176,-87.69606320000001,arterial
435338727,motorway,45 mph,Stevenson Expressway,concrete,45,41.8480478,-87.6239394,41.8476936,-87.6256068,41.84788306,-87.62479372,highway
435338728,motorway,45 mph,Stevenson Expressway,concrete,45,41.8481502,-87.6201347,41.84813,-87.6227353,41.848140099999995,-87.62143499999999,highway
435342305,motorway,50 mph,Stevenson Expressway,concrete,50,41.8472017,-87.6298,41.8474238,-87.630973,41.8473018,-87.630325,highway
435342306,motorway,45 mph,Stevenson Expressway,concrete,45,41.8476936,-87.6256068,41.8473199,-87.6268182,41.8475202,-87.62617337500001,highway
435345236,secondary,25 mph,West Grand Avenue,,25,41.8953983,-87.6993713,41.8956248,-87.6998994,41.895515233333334,-87.69964393333333,arterial
435372260,motorway,55 mph,Stevenson Expressway,,55,41.833064,-87.692063,41.8336477,-87.6902051,41.833355850000004,-87.69113405,highway
435372261,motorway,55 mph,Stevenson Expressway,,55,41.8353775,-87.6846577,41.8359146,-87.6829955,41.83564605,-87.6838266,highway
435373154,secondary,30 mph,South Blue Island Avenue,asphalt,30,41.8450287,-87.6849078,41.8448745,-87.6853755,41.84493273333334,-87.68518296666667,arterial
435373156,secondary,30 mph,South Blue Island Avenue,asphalt,30,41.8485424,-87.6757394,41.8484145,-87.6760812,41.848479133333335,-87.67590773333332,arterial
435381811,secondary,30 mph,South Desplaines Street,,30,41.8672607,-87.6436572,41.8671583,-87.6436551,41.8672095,-87.64365615,arterial
435381812,secondary,30 mph,South Desplaines Street,,30,41.8675473,-87.6436632,41.8672607,-87.6436572,41.86738773333334,-87.64365986666667,arterial
435384625,secondary,30 mph,North Western Avenue,asphalt,30,41.8924932,-87.6867383,41.8930207,-87.686754,41.892774175,-87.68674667500001,arterial
435384626,secondary,30 mph,North Western Avenue,asphalt,30,41.8893501,-87.6866619,41.8895774,-87.6866657,41.88946465,-87.6866638,arterial
435384627,secondary,30 mph,North Western Avenue,asphalt,30,41.8984701,-87.6869034,41.8990442,-87.6869178,41.8987388,-87.68691015,arterial
435384628,secondary,30 mph,North Western Avenue,asphalt,30,41.8957505,-87.6868353,41.8961337,-87.6868449,41.895910125,-87.6868393,arterial
435384629,secondary,30 mph,North Western Avenue,asphalt,30,41.8866227,-87.6865891,41.8870119,-87.6865975,41.8868134,-87.68659321999999,arterial
435384630,secondary,30 mph,North Western Avenue,asphalt,30,41.8933395,-87.6867635,41.8936075,-87.6867715,41.8934735,-87.6867675,arterial
435384631,secondary,30 mph,North Western Avenue,asphalt,30,41.8978848,-87.6868887,41.8981705,-87.6868959,41.89802765,-87.6868923,arterial
435384632,secondary,30 mph,North Western Avenue,asphalt,30,41.8970262,-87.6868672,41.8975713,-87.6868809,41.897372925,-87.68687589999999,arterial
435384634,secondary,30 mph,North Western Avenue,asphalt,30,41.8870119,-87.6865975,41.8878672,-87.6866048,41.887439549999996,-87.68660115,arterial
435384635,secondary,30 mph,North Western Avenue,asphalt,30,41.8964274,-87.6868523,41.8966663,-87.6868582,41.896543675,-87.6868551,arterial
